	text	pos
331	##졘	[('#', 'SW'), ('#', 'SW'), ('졔', 'NNG'), ('ㄴ', 'JX')]
332	##뇐	[('#', 'SW'), ('#', 'SW'), ('뇌', 'NNG'), ('ㄴ', 'JX')]
333	##굔	[('#', 'SW'), ('#', 'SW'), ('교', 'NNG'), ('ㄴ', 'JX')]
334	##줜	[('#', 'SW'), ('#', 'SW'), ('주', 'VV'), ('어', 'EC'), ('ㄴ', 'JX')]
335	##곌	[('#', 'SW'), ('#', 'SW'), ('계', 'XSN'), ('ㄹ', 'JKO')]
336	##휄	[('#', 'SW'), ('#', 'SW'), ('훼', 'NNG'), ('ㄹ', 'JKO')]
337	##혠	[('#', 'SW'), ('#', 'SW'), ('혜', 'NNG'), ('ㄴ', 'JX')]
338	##뼌	[('#', 'SW'), ('#', 'SW'), ('뼈', 'NNG'), ('ㄴ', 'JX')]
339	##땔	[('#', 'SW'), ('#', 'SW'), ('때', 'NNG'), ('ㄹ', 'JKO')]
340	##봔	[('#', 'SW'), ('#', 'SW'), ('보', 'VV'), ('아', 'EC'), ('ㄴ', 'JX')]
341	##쵠	[('#', 'SW'), ('#', 'SW'), ('최', 'NNP'), ('ㄴ', 'JX')]
342	##꿜	[('#', 'SW'), ('#', 'SW'), ('꾸', 'VV'), ('어', 'EC'), ('ㄹ', 'JKO')]
343	##묜	[('#', 'SW'), ('#', 'SW'), ('묘', 'NNG'), ('ㄴ', 'JX')]
344	##묀	[('#', 'SW'), ('#', 'SW'), ('뫼', 'NNG'), ('ㄴ', 'JX')]
345	##녤	[('#', 'SW'), ('#', 'SW'), ('녜', 'NNG'), ('ㄹ', 'JKO')]
346	##횰	[('#', 'SW'), ('#', 'SW'), ('효', 'NNG'), ('ㄹ', 'JKO')]
347	##뼐	[('#', 'SW'), ('#', 'SW'), ('뼈', 'NNG'), ('ㄹ', 'JKO')]
348	##뇔	[('#', 'SW'), ('#', 'SW'), ('뇌', 'NNG'), ('ㄹ', 'JKO')]
349	##놘	[('#', 'SW'), ('#', 'SW'), ('놓', 'VV'), ('아', 'EC'), ('ㄴ', 'JX')]
350	##쇨	[('#', 'SW'), ('#', 'SW'), ('쇠', 'NNG'), ('ㄹ', 'JKO')]
351	##혤	[('#', 'SW'), ('#', 'SW'), ('혜', 'NNG'), ('ㄹ', 'JKO')]
352	##껠	[('#', 'SW'), ('#', 'SW'), ('께', 'XSN'), ('ㄹ', 'JKO')]
353	##묠	[('#', 'SW'), ('#', 'SW'), ('묘', 'NNG'), ('ㄹ', 'JKO')]
354	##뻰	[('#', 'SW'), ('#', 'SW'), ('뻬', 'NNG'), ('ㄴ', 'JX')]
355	##쏸	[('#', 'SW'), ('#', 'SW'), ('쏘', 'VV'), ('아', 'EC'), ('ㄴ', 'JX')]
356	##껼	[('#', 'SW'), ('#', 'SW'), ('끼', 'VV'), ('어', 'EC'), ('ㄹ', 'JKO')]
357	##춸	[('#', 'SW'), ('#', 'SW'), ('추', 'VV'), ('어', 'EC'), ('ㄹ', 'JKO')]
358	##쨀	[('#', 'SW'), ('#', 'SW'), ('째', 'XSN'), ('ㄹ', 'JKO')]
359	##춴	[('#', 'SW'), ('#', 'SW'), ('추', 'VV'), ('어', 'EC'), ('ㄴ', 'JX')]
360	##둰	[('#', 'SW'), ('#', 'SW'), ('두', 'VV'), ('어', 'EC'), ('ㄴ', 'JX')]
361	##걜	[('#', 'SW'), ('#', 'SW'), ('걔', 'NP'), ('ㄹ', 'JKO')]
362	##쵤	[('#', 'SW'), ('#', 'SW'), ('최', 'NNP'), ('ㄹ', 'JKO')]
363	##폘	[('#', 'SW'), ('#', 'SW'), ('폐', 'NNG'), ('ㄹ', 'JKO')]
364	##줠	[('#', 'SW'), ('#', 'SW'), ('주', 'VV'), ('어', 'EC'), ('ㄹ', 'JKO')]
365	##쏼	[('#', 'SW'), ('#', 'SW'), ('쏘', 'VV'), ('아', 'EC'), ('ㄹ', 'JKO')]
366	##뻴	[('#', 'SW'), ('#', 'SW'), ('뻬', 'NNG'), ('ㄹ', 'JKO')]
367	##왤	[('#', 'SW'), ('#', 'SW'), ('왜', 'NNP'), ('ㄹ', 'JKO')]
368	##궬	[('#', 'SW'), ('#', 'SW'), ('궤', 'NNG'), ('ㄹ', 'JKO')]
369	##괠	[('#', 'SW'), ('#', 'SW'), ('괘', 'NNG'), ('ㄹ', 'JKO')]
370	##궨	[('#', 'SW'), ('#', 'SW'), ('궤', 'NNG'), ('ㄴ', 'JX')]
371	##쪈	[('#', 'SW'), ('#', 'SW'), ('찌', 'VV'), ('어', 'EC'), ('ㄴ', 'JX')]
372	##쾐	[('#', 'SW'), ('#', 'SW'), ('쾌', 'NNG'), ('ㄴ', 'JX')]
373	##얠	[('#', 'SW'), ('#', 'SW'), ('얘', 'NP'), ('ㄹ', 'JKO')]
374	##쇌	[('#', 'SW'), ('#', 'SW'), ('쇄', 'NNG'), ('ㄹ', 'JKO')]
375	##퉨	[('#', 'SW'), ('#', 'SW'), ('퉤', 'MAG'), ('ㄴ', 'JX')]
376	##쪌	[('#', 'SW'), ('#', 'SW'), ('찌', 'VV'), ('어', 'EC'), ('ㄹ', 'JKO')]
377	##으로	[('#', 'SW'), ('#', 'SW'), ('으로', 'JKB')]
378	##에서	[('#', 'SW'), ('#', 'SW'), ('에서', 'JKB')]
379	##하고	[('#', 'SW'), ('#', 'SW'), ('하고', 'JKB')]
380	##에게	[('#', 'SW'), ('#', 'SW'), ('에게', 'JKB')]
381	##한다	[('#', 'SW'), ('#', 'SW'), ('한', 'NNP'), ('다', 'JX')]
382	##까지	[('#', 'SW'), ('#', 'SW'), ('까지', 'JX')]
383	##다는	[('#', 'SW'), ('#', 'SW'), ('다', 'NNP'), ('는', 'JX')]
384	##에는	[('#', 'SW'), ('#', 'SW'), ('에', 'JKB'), ('는', 'JX')]
385	##적으로	[('#', 'SW'), ('#', 'SW'), ('적', 'XSN'), ('으로', 'JKB')]
386	##들은	[('#', 'SW'), ('#', 'SW'), ('들', 'XSN'), ('은', 'JX')]
387	##부터	[('#', 'SW'), ('#', 'SW'), ('부터', 'JX')]
388	것으로	[('것', 'NNB'), ('으로', 'JKB')]
389	##들의	[('#', 'SW'), ('#', 'SW'), ('들', 'XSN'), ('의', 'JKG')]
390	##에서는	[('#', 'SW'), ('#', 'SW'), ('에서', 'JKB'), ('는', 'JX')]
391	##기를	[('#', 'SW'), ('#', 'SW'), ('이', 'VCP'), ('기', 'ETN'), ('를', 'JKO')]
392	때문에	[('때문', 'NNB'), ('에', 'JKB')]
393	##들을	[('#', 'SW'), ('#', 'SW'), ('들', 'XSN'), ('을', 'JKO')]
394	##에도	[('#', 'SW'), ('#', 'SW'), ('에', 'JKB'), ('도', 'JX')]
395	##이나	[('#', 'SW'), ('#', 'SW'), ('이나', 'JC')]
396	##자는	[('#', 'SW'), ('#', 'SW'), ('자', 'NNB'), ('는', 'JX')]
397	##리는	[('#', 'SW'), ('#', 'SW'), ('리', 'NNP'), ('는', 'JX')]
398	그는	[('그', 'NP'), ('는', 'JX')]
399	##보다	[('#', 'SW'), ('#', 'SW'), ('보다', 'JKB')]
400	##리를	[('#', 'SW'), ('#', 'SW'), ('리', 'NNP'), ('를', 'JKO')]
401	것은	[('것', 'NNB'), ('은', 'JX')]
402	##사를	[('#', 'SW'), ('#', 'SW'), ('사', 'NNG'), ('를', 'JKO')]
403	것을	[('것', 'NNB'), ('을', 'JKO')]
404	##지는	[('#', 'SW'), ('#', 'SW'), ('지', 'NNB'), ('는', 'JX')]
405	##장을	[('#', 'SW'), ('#', 'SW'), ('장', 'NNP'), ('을', 'JKO')]
406	##장은	[('#', 'SW'), ('#', 'SW'), ('장', 'NNP'), ('은', 'JX')]
407	##기에	[('#', 'SW'), ('#', 'SW'), ('이', 'VCP'), ('기', 'ETN'), ('에', 'JKB')]
408	##지를	[('#', 'SW'), ('#', 'SW'), ('지', 'NNG'), ('를', 'JKO')]
409	##서는	[('#', 'SW'), ('#', 'SW'), ('서', 'JKB'), ('는', 'JX')]
410	##들에게	[('#', 'SW'), ('#', 'SW'), ('들', 'XSN'), ('에게', 'JKB')]
411	##처럼	[('#', 'SW'), ('#', 'SW'), ('처럼', 'JKB')]
412	##력을	[('#', 'SW'), ('#', 'SW'), ('력', 'NNG'), ('을', 'JKO')]
413	등을	[('등', 'NNB'), ('을', 'JKO')]
414	##성을	[('#', 'SW'), ('#', 'SW'), ('성', 'XSN'), ('을', 'JKO')]
415	##으나	[('#', 'SW'), ('#', 'SW'), ('으', 'NNG'), ('나', 'JC')]
416	##정을	[('#', 'SW'), ('#', 'SW'), ('정', 'NNP'), ('을', 'JKO')]
417	##상을	[('#', 'SW'), ('#', 'SW'), ('상', 'XSN'), ('을', 'JKO')]
418	그의	[('그', 'NP'), ('의', 'JKG')]
419	##화를	[('#', 'SW'), ('#', 'SW'), ('화', 'XSN'), ('를', 'JKO')]
420	##기는	[('#', 'SW'), ('#', 'SW'), ('이', 'VCP'), ('기', 'ETN'), ('는', 'JX')]
421	##로운	[('#', 'SW'), ('#', 'SW'), ('로우', 'NNP'), ('ㄴ', 'JX')]
422	##들과	[('#', 'SW'), ('#', 'SW'), ('들', 'XSN'), ('과', 'JC')]
423	##에서도	[('#', 'SW'), ('#', 'SW'), ('에서', 'JKB'), ('도', 'JX')]
424	##자를	[('#', 'SW'), ('#', 'SW'), ('자', 'NNB'), ('를', 'JKO')]
425	##자의	[('#', 'SW'), ('#', 'SW'), ('자', 'NNB'), ('의', 'JKG')]
426	##가는	[('#', 'SW'), ('#', 'SW'), ('가', 'JKS'), ('는', 'JX')]
427	자신의	[('자신', 'NNG'), ('의', 'JKG')]
428	이에	[('이', 'NP'), ('에', 'JKB')]
429	##다가	[('#', 'SW'), ('#', 'SW'), ('다가', 'JX')]
430	나는	[('나', 'NP'), ('는', 'JX')]
431	수도	[('수', 'NNB'), ('도', 'JX')]
432	이를	[('이', 'NP'), ('를', 'JKO')]
433	##위를	[('#', 'SW'), ('#', 'SW'), ('위', 'NNG'), ('를', 'JKO')]
434	관계자는	[('관계자', 'NNG'), ('는', 'JX')]
435	##부는	[('#', 'SW'), ('#', 'SW'), ('부', 'NNG'), ('는', 'JX')]
436	##명을	[('#', 'SW'), ('#', 'SW'), ('명', 'NNB'), ('을', 'JKO')]
437	##치를	[('#', 'SW'), ('#', 'SW'), ('치', 'XSN'), ('를', 'JKO')]
438	##어나	[('#', 'SW'), ('#', 'SW'), ('어', 'NNG'), ('나', 'JC')]
439	##사의	[('#', 'SW'), ('#', 'SW'), ('사', 'NNG'), ('의', 'JKG')]
440	등의	[('등', 'NNB'), ('의', 'JKG')]
441	##도를	[('#', 'SW'), ('#', 'SW'), ('도', 'JX'), ('를', 'JKO')]
442	##의를	[('#', 'SW'), ('#', 'SW'), ('의', 'NNG'), ('를', 'JKO')]
443	##인은	[('#', 'SW'), ('#', 'SW'), ('인', 'NNP'), ('은', 'JX')]
444	##식을	[('#', 'SW'), ('#', 'SW'), ('식', 'NNB'), ('을', 'JKO')]
445	##안을	[('#', 'SW'), ('#', 'SW'), ('안', 'NNP'), ('을', 'JKO')]
446	##대를	[('#', 'SW'), ('#', 'SW'), ('대', 'NNB'), ('를', 'JKO')]
447	##금을	[('#', 'SW'), ('#', 'SW'), ('금', 'NNG'), ('을', 'JKO')]
448	이야	[('이', 'NP'), ('야', 'JX')]
449	##주는	[('#', 'SW'), ('#', 'SW'), ('주', 'NNP'), ('는', 'JX')]
450	##동을	[('#', 'SW'), ('#', 'SW'), ('동', 'NNG'), ('을', 'JKO')]
451	##원은	[('#', 'SW'), ('#', 'SW'), ('원', 'NNB'), ('은', 'JX')]
452	##씨는	[('#', 'SW'), ('#', 'SW'), ('씨', 'NNB'), ('는', 'JX')]
453	##인의	[('#', 'SW'), ('#', 'SW'), ('인', 'NNP'), ('의', 'JKG')]
454	##원을	[('#', 'SW'), ('#', 'SW'), ('원', 'NNB'), ('을', 'JKO')]
455	##수는	[('#', 'SW'), ('#', 'SW'), ('수', 'NNB'), ('는', 'JX')]
456	##드는	[('#', 'SW'), ('#', 'SW'), ('드', 'NNP'), ('는', 'JX')]
457	##인을	[('#', 'SW'), ('#', 'SW'), ('인', 'NNG'), ('을', 'JKO')]
458	##는다	[('#', 'SW'), ('#', 'SW'), ('는', 'JX'), ('다', 'JX')]
459	##르는	[('#', 'SW'), ('#', 'SW'), ('르', 'NNG'), ('는', 'JX')]
460	##장에서	[('#', 'SW'), ('#', 'SW'), ('장', 'NNP'), ('에서', 'JKB')]
461	##점을	[('#', 'SW'), ('#', 'SW'), ('점', 'NNB'), ('을', 'JKO')]
462	이는	[('이', 'NP'), ('는', 'JX')]
463	##회를	[('#', 'SW'), ('#', 'SW'), ('회', 'NNB'), ('를', 'JKO')]
464	##수를	[('#', 'SW'), ('#', 'SW'), ('수', 'NNB'), ('를', 'JKO')]
465	##원의	[('#', 'SW'), ('#', 'SW'), ('원', 'NNP'), ('의', 'JKG')]
466	##치는	[('#', 'SW'), ('#', 'SW'), ('치', 'XSN'), ('는', 'JX')]
467	##시에	[('#', 'SW'), ('#', 'SW'), ('시', 'NNB'), ('에', 'JKB')]
468	##장에	[('#', 'SW'), ('#', 'SW'), ('장', 'NNP'), ('에', 'JKB')]
469	##전을	[('#', 'SW'), ('#', 'SW'), ('전', 'NNP'), ('을', 'JKO')]
470	##들도	[('#', 'SW'), ('#', 'SW'), ('들', 'XSN'), ('도', 'JX')]
471	##제를	[('#', 'SW'), ('#', 'SW'), ('제', 'XSN'), ('를', 'JKO')]
472	##사에	[('#', 'SW'), ('#', 'SW'), ('사', 'NNG'), ('에', 'JKB')]
473	##전에	[('#', 'SW'), ('#', 'SW'), ('전', 'NNP'), ('에', 'JKB')]
474	것도	[('것', 'NNB'), ('도', 'JX')]
475	##선을	[('#', 'SW'), ('#', 'SW'), ('선', 'NNG'), ('을', 'JKO')]
476	##어요	[('#', 'SW'), ('#', 'SW'), ('어', 'NNG'), ('요', 'JX')]
477	##과의	[('#', 'SW'), ('#', 'SW'), ('과', 'JKB'), ('의', 'JKG')]
478	에서	[('에서', 'JKB')]
479	##권을	[('#', 'SW'), ('#', 'SW'), ('권', 'XSN'), ('을', 'JKO')]
480	##세를	[('#', 'SW'), ('#', 'SW'), ('세', 'NNB'), ('를', 'JKO')]
481	우리는	[('우리', 'NP'), ('는', 'JX')]
482	##부를	[('#', 'SW'), ('#', 'SW'), ('부', 'NNG'), ('를', 'JKO')]
483	##물을	[('#', 'SW'), ('#', 'SW'), ('물', 'NNG'), ('을', 'JKO')]
484	##드를	[('#', 'SW'), ('#', 'SW'), ('드', 'NNP'), ('를', 'JKO')]
485	##시는	[('#', 'SW'), ('#', 'SW'), ('시', 'NNB'), ('는', 'JX')]
486	앞으로	[('앞', 'NNG'), ('으로', 'JKB')]
487	##와의	[('#', 'SW'), ('#', 'SW'), ('와', 'JKB'), ('의', 'JKG')]
488	##서를	[('#', 'SW'), ('#', 'SW'), ('서', 'NNP'), ('를', 'JKO')]
489	##로는	[('#', 'SW'), ('#', 'SW'), ('로', 'JKB'), ('는', 'JX')]
490	전에	[('전', 'NNG'), ('에', 'JKB')]
491	##므로	[('#', 'SW'), ('#', 'SW'), ('므', 'NNP'), ('로', 'JKB')]
492	의원은	[('의원', 'NNG'), ('은', 'JX')]
493	그녀는	[('그녀', 'NP'), ('는', 'JX')]
494	##음을	[('#', 'SW'), ('#', 'SW'), ('음', 'NNG'), ('을', 'JKO')]
495	##보고	[('#', 'SW'), ('#', 'SW'), ('보고', 'JKB')]
496	##대의	[('#', 'SW'), ('#', 'SW'), ('대', 'NNB'), ('의', 'JKG')]
497	##이를	[('#', 'SW'), ('#', 'SW'), ('이', 'NNP'), ('를', 'JKO')]
498	##대에	[('#', 'SW'), ('#', 'SW'), ('대', 'NNB'), ('에', 'JKB')]
499	##리의	[('#', 'SW'), ('#', 'SW'), ('리', 'NNP'), ('의', 'JKG')]
500	##원에	[('#', 'SW'), ('#', 'SW'), ('원', 'NNB'), ('에', 'JKB')]
501	등에	[('등', 'NNB'), ('에', 'JKB')]
502	##로부터	[('#', 'SW'), ('#', 'SW'), ('로부터', 'JKB')]
503	##기의	[('#', 'SW'), ('#', 'SW'), ('기', 'NNG'), ('의', 'JKG')]
504	##업을	[('#', 'SW'), ('#', 'SW'), ('업', 'NNG'), ('을', 'JKO')]
505	모습을	[('모습', 'NNG'), ('을', 'JKO')]
506	##문을	[('#', 'SW'), ('#', 'SW'), ('문', 'NNP'), ('을', 'JKO')]
507	##원에서	[('#', 'SW'), ('#', 'SW'), ('원', 'NNB'), ('에서', 'JKB')]
508	대통령은	[('대통령', 'NNG'), ('은', 'JX')]
509	##계를	[('#', 'SW'), ('#', 'SW'), ('계', 'XSN'), ('를', 'JKO')]
510	##지에	[('#', 'SW'), ('#', 'SW'), ('지', 'NNB'), ('에', 'JKB')]
511	명의	[('명', 'NNB'), ('의', 'JKG')]
512	##자들은	[('#', 'SW'), ('#', 'SW'), ('자', 'NNB'), ('들', 'XSN'), ('은', 'JX')]
513	##감을	[('#', 'SW'), ('#', 'SW'), ('감', 'NNG'), ('을', 'JKO')]
514	##밖에	[('#', 'SW'), ('#', 'SW'), ('밖에', 'JX')]
515	##들에	[('#', 'SW'), ('#', 'SW'), ('들', 'XSN'), ('에', 'JKB')]
516	##하기로	[('#', 'SW'), ('#', 'SW'), ('하기', 'NNP'), ('로', 'JKB')]
517	##가를	[('#', 'SW'), ('#', 'SW'), ('가', 'NNG'), ('를', 'JKO')]
518	면서	[('면', 'NNG'), ('서', 'JKB')]
519	정부는	[('정부', 'NNG'), ('는', 'JX')]
520	영향을	[('영향', 'NNG'), ('을', 'JKO')]
521	정도로	[('정도', 'NNG'), ('로', 'JKB')]
522	으로	[('으로', 'JKB')]
523	##는지	[('#', 'SW'), ('#', 'SW'), ('는', 'JX'), ('지', 'EC')]
524	등으로	[('등', 'NNB'), ('으로', 'JKB')]
525	##원으로	[('#', 'SW'), ('#', 'SW'), ('원', 'NNB'), ('으로', 'JKB')]
526	만에	[('만', 'NNB'), ('에', 'JKB')]
527	##위에	[('#', 'SW'), ('#', 'SW'), ('위', 'NNG'), ('에', 'JKB')]
528	##일부터	[('#', 'SW'), ('#', 'SW'), ('일', 'NNP'), ('부터', 'JX')]
529	그녀의	[('그녀', 'NP'), ('의', 'JKG')]
530	##부에	[('#', 'SW'), ('#', 'SW'), ('부', 'NNG'), ('에', 'JKB')]
531	##도는	[('#', 'SW'), ('#', 'SW'), ('도', 'JX'), ('는', 'JX')]
532	말을	[('말', 'NNG'), ('을', 'JKO')]
533	##구를	[('#', 'SW'), ('#', 'SW'), ('구', 'NNP'), ('를', 'JKO')]
534	##소를	[('#', 'SW'), ('#', 'SW'), ('소', 'NNP'), ('를', 'JKO')]
535	##하기도	[('#', 'SW'), ('#', 'SW'), ('하기', 'NNP'), ('도', 'JX')]
536	경찰은	[('경찰', 'NNG'), ('은', 'JX')]
537	##격을	[('#', 'SW'), ('#', 'SW'), ('격', 'NNB'), ('을', 'JKO')]
538	##장으로	[('#', 'SW'), ('#', 'SW'), ('장', 'NNP'), ('으로', 'JKB')]
539	##세요	[('#', 'SW'), ('#', 'SW'), ('세', 'NNB'), ('요', 'JX')]
540	문제를	[('문제', 'NNG'), ('를', 'JKO')]
541	##비를	[('#', 'SW'), ('#', 'SW'), ('비', 'NNG'), ('를', 'JKO')]
542	##어를	[('#', 'SW'), ('#', 'SW'), ('어', 'NNG'), ('를', 'JKO')]
543	##린다	[('#', 'SW'), ('#', 'SW'), ('린', 'NNP'), ('다', 'JX')]
544	##만큼	[('#', 'SW'), ('#', 'SW'), ('만큼', 'JKB')]
545	##회에서	[('#', 'SW'), ('#', 'SW'), ('회', 'NNB'), ('에서', 'JKB')]
546	##일에	[('#', 'SW'), ('#', 'SW'), ('일', 'NNP'), ('에', 'JKB')]
547	##위는	[('#', 'SW'), ('#', 'SW'), ('위', 'NNG'), ('는', 'JX')]
548	##임을	[('#', 'SW'), ('#', 'SW'), ('임', 'NNP'), ('을', 'JKO')]
549	대표는	[('대표', 'NNG'), ('는', 'JX')]
550	미국의	[('미국', 'NNP'), ('의', 'JKG')]
551	국민의	[('국민', 'NNG'), ('의', 'JKG')]
552	##나는	[('#', 'SW'), ('#', 'SW'), ('나', 'NP'), ('는', 'JX')]
553	정부의	[('정부', 'NNG'), ('의', 'JKG')]
554	과정에서	[('과정', 'NNG'), ('에서', 'JKB')]
555	##치고	[('#', 'SW'), ('#', 'SW'), ('치고', 'JX')]
556	##사로	[('#', 'SW'), ('#', 'SW'), ('사', 'NNG'), ('로', 'JKB')]
557	##일까지	[('#', 'SW'), ('#', 'SW'), ('일', 'NNP'), ('까지', 'JX')]
558	##일을	[('#', 'SW'), ('#', 'SW'), ('일', 'NNP'), ('을', 'JKO')]
559	혐의로	[('혐의', 'NNG'), ('로', 'JKB')]
560	##자들의	[('#', 'SW'), ('#', 'SW'), ('자', 'NNB'), ('들', 'XSN'), ('의', 'JKG')]
561	역할을	[('역할', 'NNG'), ('을', 'JKO')]
562	일을	[('일', 'NNG'), ('을', 'JKO')]
563	##중에	[('#', 'SW'), ('#', 'SW'), ('중', 'NNP'), ('에', 'JKB')]
564	##으로는	[('#', 'SW'), ('#', 'SW'), ('으로', 'JKB'), ('는', 'JX')]
565	##문에	[('#', 'SW'), ('#', 'SW'), ('문', 'NNP'), ('에', 'JKB')]
566	##개의	[('#', 'SW'), ('#', 'SW'), ('개', 'NNB'), ('의', 'JKG')]
567	글로	[('글', 'NNG'), ('로', 'JKB')]
568	##차를	[('#', 'SW'), ('#', 'SW'), ('차', 'NNG'), ('를', 'JKO')]
569	대통령의	[('대통령', 'NNG'), ('의', 'JKG')]
570	##단을	[('#', 'SW'), ('#', 'SW'), ('단', 'NNG'), ('을', 'JKO')]
571	##과는	[('#', 'SW'), ('#', 'SW'), ('과', 'JKB'), ('는', 'JX')]
572	대해서는	[('대하', 'VV'), ('아서', 'EC'), ('는', 'JX')]
573	##오는	[('#', 'SW'), ('#', 'SW'), ('오', 'NNP'), ('는', 'JX')]
574	##상의	[('#', 'SW'), ('#', 'SW'), ('상', 'XSN'), ('의', 'JKG')]
575	##행을	[('#', 'SW'), ('#', 'SW'), ('행', 'NNB'), ('을', 'JKO')]
576	대상으로	[('대상', 'NNG'), ('으로', 'JKB')]
577	##리로	[('#', 'SW'), ('#', 'SW'), ('리', 'NNP'), ('로', 'JKB')]
578	##상에	[('#', 'SW'), ('#', 'SW'), ('상', 'XSN'), ('에', 'JKB')]
579	이와	[('이', 'NP'), ('와', 'JKB')]
580	돈을	[('돈', 'NNG'), ('을', 'JKO')]
581	사실을	[('사실', 'NNG'), ('을', 'JKO')]
582	##대는	[('#', 'SW'), ('#', 'SW'), ('대', 'NNB'), ('는', 'JX')]
583	##보다는	[('#', 'SW'), ('#', 'SW'), ('보다', 'JKB'), ('는', 'JX')]
584	동시에	[('동시', 'NNG'), ('에', 'JKB')]
585	것에	[('것', 'NNB'), ('에', 'JKB')]
586	##관은	[('#', 'SW'), ('#', 'SW'), ('관', 'NNG'), ('은', 'JX')]
587	국회의	[('국회', 'NNG'), ('의', 'JKG')]
588	점을	[('점', 'NNB'), ('을', 'JKO')]
589	이상의	[('이상', 'NNG'), ('의', 'JKG')]
590	##으로써	[('#', 'SW'), ('#', 'SW'), ('으로써', 'JKB')]
591	##회는	[('#', 'SW'), ('#', 'SW'), ('회', 'NNB'), ('는', 'JX')]
592	사람은	[('사람', 'NNG'), ('은', 'JX')]
593	그들은	[('그', 'NP'), ('들', 'XSN'), ('은', 'JX')]
594	##내는	[('#', 'SW'), ('#', 'SW'), ('내', 'NP'), ('는', 'JX')]
595	##성에	[('#', 'SW'), ('#', 'SW'), ('성', 'XSN'), ('에', 'JKB')]
596	##정에	[('#', 'SW'), ('#', 'SW'), ('정', 'NNP'), ('에', 'JKB')]
597	##같이	[('#', 'SW'), ('#', 'SW'), ('같이', 'JKB')]
598	##우는	[('#', 'SW'), ('#', 'SW'), ('우', 'NNP'), ('는', 'JX')]
599	##네요	[('#', 'SW'), ('#', 'SW'), ('네', 'XSN'), ('요', 'JX')]
600	이들은	[('이', 'NP'), ('들', 'XSN'), ('은', 'JX')]
601	씨는	[('씨', 'NNB'), ('는', 'JX')]
602	##리와	[('#', 'SW'), ('#', 'SW'), ('리', 'NNP'), ('와', 'JC')]
603	##회에	[('#', 'SW'), ('#', 'SW'), ('회', 'NNB'), ('에', 'JKB')]
604	##자에게	[('#', 'SW'), ('#', 'SW'), ('자', 'NNB'), ('에게', 'JKB')]
605	##어야	[('#', 'SW'), ('#', 'SW'), ('어', 'NNG'), ('야', 'JX')]
606	이유로	[('이유', 'NNG'), ('로', 'JKB')]
607	##로서	[('#', 'SW'), ('#', 'SW'), ('로서', 'JKB')]
608	##에서의	[('#', 'SW'), ('#', 'SW'), ('에서', 'JKB'), ('의', 'JKG')]
609	##적을	[('#', 'SW'), ('#', 'SW'), ('적', 'XSN'), ('을', 'JKO')]
610	그것은	[('그것', 'NP'), ('은', 'JX')]
611	입장을	[('입장', 'NNG'), ('을', 'JKO')]
612	그를	[('그', 'NP'), ('를', 'JKO')]
613	##건을	[('#', 'SW'), ('#', 'SW'), ('건', 'NNB'), ('을', 'JKO')]
614	##드로	[('#', 'SW'), ('#', 'SW'), ('드', 'NNP'), ('로', 'JKB')]
615	##약을	[('#', 'SW'), ('#', 'SW'), ('약', 'NNG'), ('을', 'JKO')]
616	##자에	[('#', 'SW'), ('#', 'SW'), ('자', 'NNB'), ('에', 'JKB')]
617	##개를	[('#', 'SW'), ('#', 'SW'), ('개', 'NNB'), ('를', 'JKO')]
618	##명으로	[('#', 'SW'), ('#', 'SW'), ('명', 'NNB'), ('으로', 'JKB')]
619	##드의	[('#', 'SW'), ('#', 'SW'), ('드', 'NNP'), ('의', 'JKG')]
620	##량을	[('#', 'SW'), ('#', 'SW'), ('량', 'NNB'), ('을', 'JKO')]
621	중심으로	[('중심', 'NNG'), ('으로', 'JKB')]
622	때는	[('때', 'NNG'), ('는', 'JX')]
623	상황에서	[('상황', 'NNG'), ('에서', 'JKB')]
624	북한의	[('북한', 'NNP'), ('의', 'JKG')]
625	##실을	[('#', 'SW'), ('#', 'SW'), ('실', 'NNG'), ('을', 'JKO')]
626	##군의	[('#', 'SW'), ('#', 'SW'), ('군', 'NNG'), ('의', 'JKG')]
627	##인으로	[('#', 'SW'), ('#', 'SW'), ('인', 'NNG'), ('으로', 'JKB')]
628	##명은	[('#', 'SW'), ('#', 'SW'), ('명', 'NNB'), ('은', 'JX')]
629	##시키는	[('#', 'SW'), ('#', 'SW'), ('시키', 'NNP'), ('는', 'JX')]
630	개의	[('개', 'NNB'), ('의', 'JKG')]
631	##법을	[('#', 'SW'), ('#', 'SW'), ('법', 'NNG'), ('을', 'JKO')]
632	##고를	[('#', 'SW'), ('#', 'SW'), ('이', 'VCP'), ('고', 'EC'), ('를', 'JKO')]
633	##위로	[('#', 'SW'), ('#', 'SW'), ('위', 'NNG'), ('로', 'JKB')]
634	##안에	[('#', 'SW'), ('#', 'SW'), ('안', 'NNP'), ('에', 'JKB')]
635	처음으로	[('처음', 'NNG'), ('으로', 'JKB')]
636	##과를	[('#', 'SW'), ('#', 'SW'), ('과', 'NNG'), ('를', 'JKO')]
637	안에	[('안', 'NNG'), ('에', 'JKB')]
638	##심을	[('#', 'SW'), ('#', 'SW'), ('심', 'NNP'), ('을', 'JKO')]
639	##만을	[('#', 'SW'), ('#', 'SW'), ('만', 'JX'), ('은', 'JX')]
640	##이에	[('#', 'SW'), ('#', 'SW'), ('이', 'NNP'), ('에', 'JKB')]
641	힘을	[('힘', 'NNG'), ('을', 'JKO')]
